nulled_rank,no_protection_vs_raw_clean,sun_protected_vs_raw_clean,difference
0,0.07772597093049156,0.07772597093049159,2.7755575615628914e-17
1,0.8819489736200619,0.9000006783100086,0.018051704689946768
2,0.3459811349742173,0.9003442118415607,0.5543630768673433
3,-0.3899415678131397,0.8010344797242519,1.1909760475373916
4,-0.5443384052660394,0.7971563696692876,1.341494774935327
